CASP    Decoy               GDT.TS  TMscore.C
CASP12  T0860TS026_4        14.52   0.29
CASP12  T0860TS028_1        14.52   0.26
CASP12  T0860TS180_2        14.52   0.28
CASP12  T0860TS028_2        14.52   0.26
CASP12  T0860TS380_4        14.52   0.29
CASP12  T0860TS028_5        14.34   0.26
CASP12  T0860TS166_1        14.34   0.28
CASP12  T0860TS434_4        14.34   0.27
CASP12  T0860TS321_5        13.97   0.27
CASP12  T0860TS467_2        13.79   0.29
CASP12  T0860TS432_1        13.79   0.26
CASP12  T0860TS455_1        13.60   0.26
CASP12  T0860TS321_4        13.60   0.25
CASP12  T0860TS455_3        13.60   0.24
CASP12  T0860TS180_5        13.60   0.26
CASP12  T0860TS180_4        13.42   0.28
CASP12  T0860TS434_3        13.42   0.25
CASP12  T0860TS467_3        13.23   0.28
CASP12  T0860TS455_5        13.23   0.26
CASP12  T0860TS321_3        13.05   0.28
CASP12  T0860TS434_2        13.05   0.25
CASP12  T0860TS467_4        13.05   0.32
CASP12  T0860TS016_1        13.05   0.29
CASP12  T0860TS421_4        12.87   0.19
CASP12  T0860TS434_1        12.87   0.25
CASP12  T0860TS446_3        12.68   0.27
CASP12  T0860TS284_3        12.68   0.26
CASP12  T0860TS183_5        12.68   0.30
CASP12  T0860TS446_5        12.68   0.29
CASP12  T0860TS479_3        12.50   0.29
CASP12  T0860TS446_4        12.50   0.27
CASP12  T0860TS026_3        12.32   0.30
CASP12  T0860TS380_3        12.32   0.30
CASP12  T0860TS321_2        12.32   0.32
CASP12  T0860TS026_1        12.13   0.29
CASP12  T0860TS026_2        12.13   0.29
CASP12  T0860TS380_2        12.13   0.29
CASP12  T0860TS380_1        12.13   0.29
CASP12  T0860TS455_4        11.77   0.25
CASP12  T0860TS434_5        11.77   0.28
CASP12  T0860TS432_2        11.58   0.26
CASP12  T0860TS026_5        11.58   0.29
CASP12  T0860TS380_5        11.58   0.29
CASP12  T0860TS444_2        11.58   0.25
CASP12  T0860TS444_5        11.58   0.24
CASP12  T0860TS464_5        11.58   0.18
CASP12  T0860TS444_4        11.40   0.25
CASP12  T0860TS444_3        11.40   0.25
CASP12  T0860TS464_2        11.03   0.20
CASP12  T0860TS455_2        11.03   0.27
CASP12  T0860TS421_5        10.66   0.21
CASP12  T0861TS275_2        99.04   0.99
CASP12  T0861TS359_5        98.96   0.99
CASP12  T0861TS287_1        98.64   0.99
CASP12  T0861TS236_1        98.64   0.99
CASP12  T0861TS359_4        98.56   0.99
CASP12  T0861TS236_4        98.00   0.99
CASP12  T0861TS421_2        97.68   0.99
CASP12  T0861TS236_5        97.68   0.99
CASP12  T0861TS287_3        97.20   0.99
CASP12  T0861TS287_2        97.11   0.99
CASP12  T0861TS287_4        97.11   0.99
CASP12  T0861TS016_1        96.95   0.99
CASP12  T0861TS407_1        96.80   0.99
CASP12  T0861TS287_5        96.80   0.99
CASP12  T0861TS236_2        96.64   0.99
CASP12  T0861TS407_2        96.55   0.99
CASP12  T0861TS236_3        96.39   0.98
CASP12  T0861TS345_1        96.31   0.99
CASP12  T0861TS183_1        95.99   0.98
CASP12  T0861TS345_5        95.83   0.99
CASP12  T0861TS479_1        95.83   0.98
CASP12  T0861TS359_3        95.83   0.98
CASP12  T0861TS359_2        95.83   0.98
CASP12  T0861TS407_3        95.75   0.99
CASP12  T0861TS430_1        95.51   0.98
CASP12  T0861TS345_2        95.43   0.99
CASP12  T0861TS183_4        95.35   0.98
CASP12  T0861TS407_4        95.35   0.98
CASP12  T0861TS220_1        95.27   0.98
CASP12  T0861TS430_2        95.19   0.98
CASP12  T0861TS220_2        95.19   0.98
CASP12  T0861TS183_3        95.11   0.98
CASP12  T0861TS077_3        95.03   0.98
CASP12  T0861TS407_5        95.03   0.98
CASP12  T0861TS430_4        95.03   0.98
CASP12  T0861TS220_4        94.87   0.98
CASP12  T0861TS220_3        94.87   0.98
CASP12  T0861TS430_3        94.87   0.98
CASP12  T0861TS028_1        94.79   0.96
CASP12  T0861TS425_4        94.63   0.98
CASP12  T0861TS077_4        94.55   0.98
CASP12  T0861TS425_3        94.23   0.98
CASP12  T0861TS425_1        94.23   0.98
CASP12  T0861TS479_4        94.07   0.98
CASP12  T0861TS425_2        93.99   0.98
CASP12  T0861TS077_2        93.91   0.98
CASP12  T0861TS077_5        93.91   0.98
CASP12  T0861TS313_2        93.75   0.97
CASP12  T0861TS313_5        93.75   0.97
CASP12  T0861TS077_1        93.67   0.98
CASP12  T0861TS313_4        93.59   0.97
CASP12  T0861TS313_1        93.59   0.98
CASP12  T0861TS313_3        93.59   0.97
CASP12  T0861TS479_3        93.59   0.97
CASP12  T0861TS479_2        93.59   0.97
CASP12  T0861TS119_1        93.43   0.97
CASP12  T0861TS349_1        93.43   0.97
CASP12  T0861TS425_5        93.27   0.97
CASP12  T0861TS275_1        93.03   0.97
CASP12  T0861TS421_3        92.95   0.96
CASP12  T0861TS005_3        92.95   0.97
CASP12  T0861TS183_2        92.87   0.97
CASP12  T0861TS005_2        92.79   0.97
CASP12  T0861TS005_1        92.71   0.97
CASP12  T0861TS405_1        92.71   0.96
CASP12  T0861TS005_4        92.63   0.97
CASP12  T0861TS220_5        92.63   0.97
CASP12  T0861TS166_1        92.55   0.96
CASP12  T0861TS405_2        92.55   0.96
CASP12  T0861TS005_5        92.47   0.97
CASP12  T0861TS405_3        92.47   0.96
CASP12  T0861TS250_4        92.39   0.97
CASP12  T0861TS250_5        92.39   0.96
CASP12  T0861TS359_1        92.31   0.96
CASP12  T0861TS250_2        92.31   0.96
CASP12  T0861TS455_1        92.31   0.96
CASP12  T0861TS250_1        92.23   0.96
CASP12  T0861TS430_5        92.15   0.97
CASP12  T0861TS495_4        91.99   0.96
CASP12  T0861TS495_5        91.99   0.96
CASP12  T0861TS495_3        91.99   0.96
CASP12  T0861TS495_2        91.99   0.96
CASP12  T0861TS495_1        91.99   0.96
CASP12  T0861TS250_3        91.91   0.96
CASP12  T0861TS048_1        91.91   0.96
CASP12  T0861TS405_4        91.91   0.96
CASP12  T0861TS405_5        91.91   0.96
CASP12  T0861TS446_3        91.67   0.96
CASP12  T0861TS446_2        91.67   0.96
CASP12  T0861TS446_1        91.59   0.96
CASP12  T0861TS284_5        91.59   0.96
CASP12  T0861TS421_4        91.59   0.96
CASP12  T0861TS380_2        91.43   0.95
CASP12  T0861TS026_5        91.43   0.96
CASP12  T0861TS026_2        91.43   0.95
CASP12  T0861TS380_5        91.43   0.96
CASP12  T0861TS357_2        91.35   0.96
CASP12  T0861TS357_1        91.35   0.96
CASP12  T0861TS092_1        91.19   0.95
CASP12  T0861TS446_4        91.11   0.96
CASP12  T0861TS284_4        91.11   0.96
CASP12  T0861TS026_1        91.03   0.96
CASP12  T0861TS026_3        91.03   0.96
CASP12  T0861TS380_1        91.03   0.96
CASP12  T0861TS380_3        91.03   0.96
CASP12  T0861TS464_1        90.70   0.95
CASP12  T0861TS180_1        90.62   0.95
CASP12  T0861TS258_5        90.55   0.96
CASP12  T0861TS464_4        90.47   0.95
CASP12  T0861TS258_3        90.47   0.96
CASP12  T0861TS258_4        90.39   0.96
CASP12  T0861TS421_1        90.30   0.94
CASP12  T0861TS357_5        90.06   0.96
CASP12  T0861TS357_4        89.98   0.95
CASP12  T0861TS467_4        89.98   0.96
CASP12  T0861TS357_3        89.90   0.96
CASP12  T0861TS258_2        89.90   0.96
CASP12  T0861TS258_1        89.58   0.96
CASP12  T0861TS444_1        89.42   0.95
CASP12  T0861TS444_2        89.10   0.94
CASP12  T0861TS446_5        88.62   0.95
CASP12  T0861TS455_5        88.62   0.95
CASP12  T0861TS345_3        88.62   0.95
CASP12  T0861TS180_4        88.38   0.97
CASP12  T0861TS251_4        88.22   0.95
CASP12  T0861TS251_3        88.14   0.95
CASP12  T0861TS180_3        87.82   0.95
CASP12  T0861TS444_4        87.58   0.95
CASP12  T0861TS251_1        87.02   0.94
CASP12  T0861TS467_2        86.78   0.94
CASP12  T0861TS444_3        86.70   0.95
CASP12  T0861TS251_5        86.54   0.95
CASP12  T0861TS251_2        85.18   0.93
CASP12  T0861TS444_5        84.78   0.93
CASP12  T0861TS183_5        84.78   0.94
CASP12  T0861TS479_5        83.65   0.93
CASP12  T0861TS455_3        83.49   0.93
CASP12  T0861TS467_1        82.85   0.94
CASP12  T0861TS284_1        82.21   0.92
CASP12  T0861TS275_3        81.65   0.93
CASP12  T0861TS455_2        80.93   0.90
CASP12  T0861TS455_4        80.61   0.91
CASP12  T0861TS275_5        80.29   0.92
CASP12  T0861TS180_2        79.81   0.92
CASP12  T0861TS275_4        79.49   0.91
CASP12  T0861TS467_5        79.41   0.91
CASP12  T0861TS380_4        79.33   0.90
CASP12  T0861TS026_4        79.33   0.90
CASP12  T0861TS284_3        78.36   0.90
CASP12  T0861TS421_5        75.88   0.91
CASP12  T0861TS467_3        73.64   0.90
CASP12  T0861TS382_1        72.84   0.84
CASP12  T0861TS382_3        72.20   0.84
CASP12  T0861TS382_5        72.20   0.84
CASP12  T0861TS382_2        71.95   0.84
CASP12  T0861TS382_4        71.88   0.84
CASP12  T0861TS284_2        70.59   0.84
CASP12  T0861TS345_4        63.06   0.84
CASP12  T0861TS432_5        42.71   0.65
CASP12  T0861TS432_1        42.23   0.65
CASP12  T0861TS180_5        41.11   0.67
CASP12  T0861TS432_3        39.26   0.61
CASP12  T0861TS451_1        39.02   0.62
CASP12  T0861TS451_4        38.62   0.63
CASP12  T0861TS432_2        37.58   0.62
CASP12  T0861TS451_5        36.54   0.61
CASP12  T0861TS432_4        36.46   0.58
CASP12  T0861TS451_2        34.45   0.58
CASP12  T0861TS451_3        31.97   0.54
CASP12  T0861TS434_1        18.59   0.38
CASP12  T0861TS464_2        17.79   0.28
CASP12  T0861TS464_5        17.47   0.26
CASP12  T0861TS434_4        13.14   0.27
CASP12  T0861TS434_5        12.42   0.29
CASP12  T0861TS434_2        12.02   0.33
CASP12  T0861TS434_3        11.30   0.26
CASP12  T0861TS321_4        10.10   0.27
CASP12  T0861TS321_5        9.29    0.27
CASP12  T0861TS321_2        8.73    0.26
CASP12  T0861TS321_3        8.73    0.20
CASP12  T0861TS321_1        8.65    0.24
CASP12  T0862TS011_2        61.56   0.69
CASP12  T0862TS011_1        61.29   0.68
CASP12  T0862TS239_1        59.95   0.64
CASP12  T0862TS239_2        59.41   0.63
CASP12  T0862TS411_2        59.14   0.62
CASP12  T0862TS303_3        59.14   0.63
CASP12  T0862TS384_4        59.14   0.64
CASP12  T0862TS411_1        59.14   0.63
CASP12  T0862TS411_5        58.87   0.64
CASP12  T0862TS213_4        58.60   0.63
CASP12  T0862TS396_5        58.60   0.63
CASP12  T0862TS095_4        58.60   0.63
CASP12  T0862TS203_1        58.60   0.63
CASP12  T0862TS042_5        58.60   0.63
CASP12  T0862TS417_4        58.60   0.63
CASP12  T0862TS486_3        58.60   0.66
CASP12  T0862TS017_1        58.60   0.63
CASP12  T0862TS183_3        58.60   0.63
CASP12  T0862TS324_2        58.33   0.63
CASP12  T0862TS486_4        58.33   0.65
CASP12  T0862TS411_3        58.33   0.62
CASP12  T0862TS393_1        58.06   0.63
CASP12  T0862TS486_5        57.26   0.63
CASP12  T0862TS073_1        55.91   0.62
CASP12  T0862TS474_2        55.91   0.62
CASP12  T0862TS411_4        55.65   0.62
CASP12  T0862TS444_2        55.65   0.61
CASP12  T0862TS179_3        54.84   0.60
CASP12  T0862TS239_5        54.84   0.60
CASP12  T0862TS042_4        54.84   0.60
CASP12  T0862TS017_5        54.84   0.60
CASP12  T0862TS479_2        54.84   0.60
CASP12  T0862TS004_2        54.57   0.58
CASP12  T0862TS064_5_2      54.30   0.59
CASP12  T0862TS396_4        54.30   0.60
CASP12  T0862TS064_1_2      53.49   0.68
CASP12  T0862TS011_5        52.42   0.55
CASP12  T0862TS066_4        52.15   0.62
CASP12  T0862TS067_3        52.15   0.58
CASP12  T0862TS382_1        52.15   0.58
CASP12  T0862TS114_3        52.15   0.58
CASP12  T0862TS004_5        52.15   0.58
CASP12  T0862TS363_3        51.88   0.62
CASP12  T0862TS382_3        51.88   0.62
CASP12  T0862TS382_5        51.61   0.62
CASP12  T0862TS363_4        51.61   0.62
CASP12  T0862TS207_3        51.61   0.52
CASP12  T0862TS439_3        51.61   0.61
CASP12  T0862TS067_4        51.61   0.62
CASP12  T0862TS320_4        51.61   0.62
CASP12  T0862TS180_4        51.34   0.58
CASP12  T0862TS393_4        51.08   0.61
CASP12  T0862TS303_4        51.08   0.61
CASP12  T0862TS023_5        51.08   0.51
CASP12  T0862TS126_2_2      50.27   0.55
CASP12  T0862TS393_2        50.27   0.57
CASP12  T0862TS384_5        50.00   0.56
CASP12  T0862TS382_4        50.00   0.57
CASP12  T0862TS303_1        49.46   0.56
CASP12  T0862TS073_5        49.46   0.56
CASP12  T0862TS270_4        49.46   0.57
CASP12  T0862TS474_3        49.19   0.56
CASP12  T0862TS302_3        48.92   0.53
CASP12  T0862TS232_2        48.92   0.54
CASP12  T0862TS382_2        48.92   0.59
CASP12  T0862TS320_5        48.92   0.54
CASP12  T0862TS095_3        48.92   0.53
CASP12  T0862TS077_1        48.92   0.54
CASP12  T0862TS417_3        48.66   0.56
CASP12  T0862TS005_2        48.66   0.56
CASP12  T0862TS213_2        48.66   0.56
CASP12  T0862TS270_2        48.66   0.56
CASP12  T0862TS498_1        48.66   0.56
CASP12  T0862TS102_1        48.66   0.56
CASP12  T0862TS092_1        48.66   0.54
CASP12  T0862TS324_1        48.12   0.56
CASP12  T0862TS236_5        47.85   0.49
CASP12  T0862TS287_5        47.85   0.49
CASP12  T0862TS004_3        47.85   0.55
CASP12  T0862TS345_1        47.85   0.53
CASP12  T0862TS425_3        47.58   0.55
CASP12  T0862TS320_2        47.58   0.55
CASP12  T0862TS247_1        47.31   0.53
CASP12  T0862TS213_3        47.04   0.57
CASP12  T0862TS095_5        47.04   0.57
CASP12  T0862TS302_4        47.04   0.57
CASP12  T0862TS270_1        47.04   0.57
CASP12  T0862TS005_1        46.77   0.50
CASP12  T0862TS042_3        46.77   0.50
CASP12  T0862TS396_1        46.77   0.58
CASP12  T0862TS102_3        46.77   0.50
CASP12  T0862TS213_1        46.77   0.50
CASP12  T0862TS498_3        46.77   0.50
CASP12  T0862TS479_1        46.77   0.58
CASP12  T0862TS270_3        46.77   0.50
CASP12  T0862TS203_4        46.77   0.50
CASP12  T0862TS232_1        46.77   0.58
CASP12  T0862TS064_2_2      46.51   0.52
CASP12  T0862TS356_1        46.51   0.49
CASP12  T0862TS356_2        46.51   0.50
CASP12  T0862TS126_1_2      46.51   0.54
CASP12  T0862TS095_2        46.24   0.54
CASP12  T0862TS345_3        46.24   0.49
CASP12  T0862TS356_3        46.24   0.58
CASP12  T0862TS302_2        46.24   0.54
CASP12  T0862TS363_2        45.97   0.55
CASP12  T0862TS356_4        45.97   0.58
CASP12  T0862TS232_4        45.97   0.54
CASP12  T0862TS425_1        45.97   0.54
CASP12  T0862TS114_1        45.97   0.55
CASP12  T0862TS425_4        45.97   0.55
CASP12  T0862TS067_1        45.97   0.55
CASP12  T0862TS077_2        45.70   0.53
CASP12  T0862TS420_4        45.70   0.55
CASP12  T0862TS077_5        45.70   0.54
CASP12  T0862TS067_2        45.70   0.55
CASP12  T0862TS425_2        45.70   0.55
CASP12  T0862TS089_2        45.70   0.54
CASP12  T0862TS320_3        45.70   0.54
CASP12  T0862TS363_1        45.70   0.55
CASP12  T0862TS114_2        45.70   0.55
CASP12  T0862TS077_4        45.70   0.55
CASP12  T0862TS302_5        45.43   0.53
CASP12  T0862TS077_3        45.16   0.52
CASP12  T0862TS073_4        45.16   0.49
CASP12  T0862TS089_3        45.16   0.55
CASP12  T0862TS384_3        45.16   0.55
CASP12  T0862TS089_4        44.89   0.52
CASP12  T0862TS287_3        44.62   0.50
CASP12  T0862TS064_3_2      44.62   0.49
CASP12  T0862TS302_1        44.62   0.55
CASP12  T0862TS095_1        44.62   0.55
CASP12  T0862TS236_3        44.62   0.50
CASP12  T0862TS005_5        44.62   0.50
CASP12  T0862TS089_5        44.62   0.55
CASP12  T0862TS425_5        44.35   0.55
CASP12  T0862TS247_2        44.09   0.45
CASP12  T0862TS417_5        43.55   0.47
CASP12  T0862TS236_2        43.55   0.45
CASP12  T0862TS183_2        43.55   0.47
CASP12  T0862TS380_5        43.55   0.61
CASP12  T0862TS026_5        43.55   0.61
CASP12  T0862TS287_2        43.55   0.45
CASP12  T0862TS236_1        43.55   0.45
CASP12  T0862TS001_4        43.01   0.55
CASP12  T0862TS001_5        43.01   0.55
CASP12  T0862TS220_2        43.01   0.48
CASP12  T0862TS001_1        43.01   0.55
CASP12  T0862TS001_2        43.01   0.55
CASP12  T0862TS467_1        42.74   0.55
CASP12  T0862TS439_5        42.74   0.51
CASP12  T0862TS001_3        42.47   0.55
CASP12  T0862TS479_5        42.47   0.51
CASP12  T0862TS182_3        42.47   0.54
CASP12  T0862TS126_4_2      42.47   0.49
CASP12  T0862TS252_3_2      41.94   0.44
CASP12  T0862TS004_4        41.67   0.52
CASP12  T0862TS236_4        41.67   0.47
CASP12  T0862TS475_5_2      41.67   0.43
CASP12  T0862TS287_4        41.67   0.47
CASP12  T0862TS287_1        41.67   0.47
CASP12  T0862TS443_4        41.40   0.49
CASP12  T0862TS004_1        41.40   0.45
CASP12  T0862TS486_1        41.13   0.46
CASP12  T0862TS066_3        41.13   0.44
CASP12  T0862TS325_3_2      40.86   0.44
CASP12  T0862TS017_2        40.86   0.47
CASP12  T0862TS220_3        40.86   0.49
CASP12  T0862TS443_2        40.86   0.52
CASP12  T0862TS479_3        40.86   0.47
CASP12  T0862TS183_1        40.59   0.44
CASP12  T0862TS101_5        40.59   0.40
CASP12  T0862TS275_4        40.59   0.43
CASP12  T0862TS443_1        40.59   0.48
CASP12  T0862TS396_2        40.32   0.44
CASP12  T0862TS243_1        40.05   0.40
CASP12  T0862TS239_4        40.05   0.48
CASP12  T0862TS243_5        40.05   0.48
CASP12  T0862TS439_4        40.05   0.46
CASP12  T0862TS183_5        40.05   0.45
CASP12  T0862TS243_2        39.78   0.48
CASP12  T0862TS243_3        39.78   0.48
CASP12  T0862TS450_4        39.78   0.48
CASP12  T0862TS450_2        39.78   0.44
CASP12  T0862TS450_5        39.78   0.48
CASP12  T0862TS356_5        39.52   0.48
CASP12  T0862TS450_3        39.52   0.43
CASP12  T0862TS239_3        39.52   0.45
CASP12  T0862TS450_1        39.52   0.48
CASP12  T0862TS264_2        39.52   0.40
CASP12  T0862TS324_5        39.52   0.47
CASP12  T0862TS023_4        39.52   0.43
CASP12  T0862TS439_2        39.52   0.46
CASP12  T0862TS073_3        39.52   0.48
CASP12  T0862TS417_1        39.25   0.48
CASP12  T0862TS324_3        39.25   0.48
CASP12  T0862TS017_3        39.25   0.46
CASP12  T0862TS498_2        39.25   0.46
CASP12  T0862TS384_1        39.25   0.48
CASP12  T0862TS102_2        39.25   0.46
CASP12  T0862TS067_5        39.25   0.48
CASP12  T0862TS243_4        39.25   0.47
CASP12  T0862TS203_3        39.25   0.48
CASP12  T0862TS203_2        39.25   0.46
CASP12  T0862TS363_5        39.25   0.48
CASP12  T0862TS439_1        39.25   0.48
CASP12  T0862TS188_5        39.25   0.47
CASP12  T0862TS303_5        39.25   0.48
CASP12  T0862TS114_4        39.25   0.48
CASP12  T0862TS220_1        39.25   0.48
CASP12  T0862TS275_1        39.25   0.44
CASP12  T0862TS396_3        39.25   0.45
CASP12  T0862TS345_4        39.25   0.57
CASP12  T0862TS393_5        39.25   0.48
CASP12  T0862TS060_1        39.25   0.49
CASP12  T0862TS479_4        39.25   0.46
CASP12  T0862TS060_2        39.25   0.48
CASP12  T0862TS405_5        39.25   0.41
CASP12  T0862TS405_4        39.25   0.44
CASP12  T0862TS213_5        39.25   0.48
CASP12  T0862TS417_2        39.25   0.46
CASP12  T0862TS405_2        38.98   0.44
CASP12  T0862TS405_3        38.98   0.44
CASP12  T0862TS345_5        38.98   0.58
CASP12  T0862TS483_1        38.98   0.49
CASP12  T0862TS060_3        38.98   0.48
CASP12  T0862TS060_4        38.98   0.48
CASP12  T0862TS486_2        38.98   0.44
CASP12  T0862TS060_5        38.98   0.48
CASP12  T0862TS405_1        38.98   0.44
CASP12  T0862TS443_5        38.71   0.43
